0,644.26
0.23694,778.14
0.47389,676.67
0.71083,716.89
0.94777,714.13
1.1847,690.25
1.4217,793.89
1.6586,686.64
1.8955,850.35
2.1325,892.34
2.3694,1006.5
2.6064,716.77
2.8433,945.58
3.0803,1237.2
3.3172,914.73
3.5541,940.21
3.7911,917.26
4.028,814.52
4.265,835.16
4.5019,806.33
4.7389,917.62
4.9758,1028.2
5.2127,838.19
5.4497,958.73
5.6866,752.16
5.9236,801.46
6.1605,689.89
6.3975,713.16
6.6344,618.69
6.8713,660.13
7.1083,702.78
7.3452,659.43
7.5822,659.39
7.8191,818.85
8.0561,802.87
8.293,603.22
8.5299,680.82
8.7669,690.39
9.0038,627.79
9.2408,768.58
9.4777,766.6
9.7147,708.93
9.9516,694.59
10.189,573.96
10.425,656.31
10.662,641.66
10.899,510.71
11.136,564.02
11.373,464
11.61,445.06
11.847,269.26
12.084,577.11
12.321,468.75
12.558,339.28
12.795,373.38
13.032,548.78
13.269,580.54
13.506,354.29
13.743,511.57
13.98,514.78
14.217,475.03
14.454,567.62
14.69,539.2
14.927,423.75
15.164,398.43
15.401,413.15
15.638,432.24
15.875,643.51
16.112,664.34
16.349,367.64
16.586,470.98
16.823,502.37
17.06,377.47
17.297,571.2
17.534,451.37
17.771,329.05
18.008,431.9
18.245,433.49
18.482,402.19
18.718,208.06
18.955,290.75
19.192,443.72
19.429,524.34
19.666,526.96
19.903,555.92
20.14,244.86
20.377,376.62
20.614,300.27
20.851,363.88
21.088,334.46
21.325,442.28
21.562,505.1
21.799,298.74
22.036,420.38
22.273,515.91
22.51,473
22.747,449.28
22.983,523.79
23.22,801.79
23.457,588.41
23.694,755.7
23.931,664.16
24.168,565.76
24.405,468.34
24.642,347.96
24.879,531.11
25.116,375
25.353,316.15
25.59,317.25
25.827,621.87
26.064,620.42
26.301,558.01
26.538,627.32
26.775,701.17
27.011,666.89
27.248,617.79
27.485,545.18
27.722,593.87
27.959,554.54
28.196,369.21
28.433,548.57
28.67,623.73
28.907,627.87
29.144,642.77
29.381,596.77
29.618,640.03
29.855,569.16
30.092,547.59
30.329,401.34
30.566,360.3
30.803,609.05
31.04,672.28
31.276,687.1
31.513,501.4
31.75,632.69
31.987,655.56
32.224,546.9
32.461,406.64
32.698,528.74
32.935,684.48
33.172,683.79
33.409,637.3
33.646,388.5
33.883,417.82
34.12,476.56
34.357,444.11
34.594,627.14
34.831,652.39
35.068,611.06
35.304,637.45
35.541,590.08
35.778,662.47
36.015,531.39
36.252,593.23
36.489,439.56
36.726,438.98
36.963,388.87
37.2,522.93
37.437,677.06
37.674,513.33
37.911,471.75
38.148,388.84
38.385,500.15
38.622,628.08
38.859,599.43
39.096,760.65
39.333,471.37
39.569,423.39
39.806,595.6
40.043,732.19
40.28,688.84
40.517,781.63
40.754,886.62
40.991,610.33
41.228,604.47
41.465,747.34
41.702,854.97
41.939,807.25
42.176,449.84
42.413,354.68
42.65,620.04
