0,1692.5
0.23694,1798.8
0.47389,2035.2
0.71083,1435.9
0.94777,1114.8
1.1847,1193.3
1.4217,1156.3
1.6586,1405.9
1.8955,1434.9
2.1325,1681.2
2.3694,1542.1
2.6064,1451.4
2.8433,1430.5
3.0803,1049.4
3.3172,972.72
3.5541,1221.7
3.7911,1088.1
4.028,1054
4.265,1264.5
4.5019,1355.3
4.7389,1157.4
4.9758,992.16
5.2127,1148
5.4497,1011.1
5.6866,911.51
5.9236,851.48
6.1605,665.17
6.3975,960.67
6.6344,869.95
6.8713,820.49
7.1083,805.41
7.3452,987.02
7.5822,879.23
7.8191,931
8.0561,712.81
8.293,747.83
8.5299,832.76
8.7669,674.52
9.0038,837.86
9.2408,830.72
9.4777,665.03
9.7147,530.26
9.9516,761.84
10.189,857.31
10.425,1042.4
10.662,964.36
10.899,1052.8
11.136,1195.1
11.373,1121.8
11.61,1073.7
11.847,1128.4
12.084,1180.8
12.321,878.27
12.558,959.16
12.795,1037.6
13.032,1119.4
13.269,1259.8
13.506,1313.6
13.743,1552.1
13.98,1553.6
14.217,1178.2
14.454,985.69
14.69,1301.9
14.927,1284.7
15.164,1357.1
15.401,1219.3
15.638,1094.7
15.875,1213.1
16.112,1305.8
16.349,1469.2
16.586,1495.1
16.823,1434.9
17.06,1262.2
17.297,1566.8
17.534,1536.5
17.771,1450.3
18.008,1222.5
18.245,945.04
18.482,1011.8
18.718,972.86
18.955,967.27
19.192,972.3
19.429,930.22
19.666,1379.1
19.903,1384.9
20.14,1492.8
20.377,1406.9
20.614,1368.3
20.851,1741.5
21.088,1541.6
21.325,1606.1
21.562,1416.1
21.799,1297.1
22.036,1362.6
22.273,1220.9
22.51,1463.6
22.747,1516.5
22.983,1258.8
23.22,1060.9
23.457,1000.5
23.694,823.52
23.931,873.15
24.168,1070.7
24.405,1021.3
24.642,860.79
24.879,956.03
25.116,818.92
25.353,743.4
25.59,769.38
25.827,1194.3
26.064,1097.7
26.301,1464
26.538,1427.5
26.775,1271.8
27.011,1574.2
27.248,1725.6
27.485,1620.9
27.722,1518.2
27.959,1444.6
28.196,1704.2
28.433,1661.4
28.67,1639.4
28.907,1535
29.144,1654.6
29.381,1610.5
29.618,1481.3
29.855,1187.8
30.092,920.72
30.329,1231
30.566,1160.2
30.803,1020.5
31.04,1034.8
31.276,1124.3
31.513,1155.9
31.75,1195.1
31.987,1384.1
32.224,1243.8
32.461,1083.6
32.698,964.09
32.935,1242.3
33.172,1270.6
33.409,1375.8
33.646,1457.2
33.883,1417
34.12,1368.9
34.357,1634.9
34.594,1599.5
34.831,1506.8
35.068,1564.7
35.304,1424.2
35.541,1395.3
35.778,1326.2
36.015,1259.2
36.252,1310.7
36.489,1139.4
36.726,1465.7
36.963,1338.1
37.2,1254.9
37.437,1418.1
37.674,1566.2
37.911,1515.8
38.148,1515.6
38.385,1419
38.622,1696.7
38.859,1908.4
39.096,1765.3
39.333,1656.8
39.569,1676.5
39.806,1319.2
40.043,1266.1
40.28,1353.9
40.517,1442.3
40.754,1155.8
40.991,1270.9
41.228,1235.4
41.465,1135.9
41.702,1353.1
41.939,1423.5
42.176,1382.6
42.413,1287
42.65,1265.5
42.887,1228
43.124,929.83
43.361,914.81
43.597,930.6
43.834,800.81
44.071,570.84
44.308,710.14
44.545,814.95
44.782,792.32
45.019,762.1
45.256,795.11
45.493,874.47
45.73,687.03
45.967,717.75
46.204,823.91
46.441,829.86
46.678,859.36
46.915,1012
47.152,1115.6
47.389,953.14
47.626,1020.3
47.862,1269.9
48.099,1263.3
48.336,1212.4
48.573,1258.4
48.81,1510.2
49.047,1414.1
49.284,1661.1
49.521,1384.9
49.758,1624
49.995,1350.3
50.232,1355.2
50.469,1162.6
50.706,1292.1
50.943,1203.9
51.18,1017.3
51.417,1125.5
51.654,1144.4
51.89,1174.2
52.127,1531.6
52.364,1745.7
52.601,1638.2
52.838,1920.3
53.075,2038.6
53.312,1820
53.549,1826.9
53.786,1727.1
54.023,1947.2
54.26,1907.1
54.497,1775.1
54.734,1827.7
54.971,2031
55.208,1745.5
55.445,1730.6
55.682,1831.7
55.919,1519.1
56.155,1356.9
56.392,1381.1
56.629,1292.9
56.866,1274.9
57.103,1395.5
57.34,1402.5
57.577,1387.7
57.814,1373.9
58.051,1521.6
58.288,1405.1
58.525,1305.7
58.762,1244.6
58.999,1382.5
59.236,1319.6
59.473,1213.1
59.71,1139.1
59.947,1195
60.183,1277.1
60.42,1101.3
60.657,1445.1
60.894,1526.5
61.131,1479.6
61.368,1231
61.605,1138.9
61.842,1044.9
62.079,1018.7
62.316,862.17
62.553,1024.3
62.79,837.54
63.027,662.25
63.264,737.61
63.501,884.91
63.738,565.51
63.975,692.18
64.212,739.87
64.448,613.31
64.685,712.68
64.922,765.44
65.159,731.93
65.396,886.05
65.633,899.24
65.87,710.26
66.107,853.3
66.344,891.38
66.581,676.89
66.818,616.97
67.055,651.97
67.292,905.66
67.529,856.87
67.766,669.48
68.003,637.85
68.24,756.43
68.476,773.57
68.713,735.71
68.95,854.91
69.187,719.4
69.424,721.35
69.661,610.38
69.898,683.28
70.135,761.77
70.372,711.43
70.609,584.43
70.846,650.8
71.083,546.26
71.32,457.43
71.557,723.38
71.794,735.34
72.031,660.85
72.268,581.56
72.505,444.38
72.741,450.19
72.978,643.36
73.215,662.93
73.452,801.84
73.689,752.08
73.926,660.71
74.163,705.44
74.4,707.59
74.637,649.63
74.874,399.62
75.111,548.41
75.348,737.11
75.585,550.63
75.822,373.32
76.059,382.33
76.296,526.91
76.533,454.54
76.769,579.71
77.006,734.83
77.243,595.69
77.48,703.87
77.717,802.97
77.954,605.2
78.191,632.87
78.428,525.05
78.665,594.54
78.902,619.21
79.139,482.59
79.376,646.52
79.613,701.61
79.85,521.7
80.087,552.4
80.324,541.81
80.561,619.43
80.798,677.45
81.034,639.93
81.271,635.15
81.508,740.43
81.745,694.17
81.982,799.46
82.219,753.89
82.456,690.41
82.693,728.42
82.93,437.48
83.167,733.45
83.404,746.08
83.641,781.14
83.878,711.76
84.115,589.83
84.352,604.33
84.589,630.83
84.826,676.87
85.063,593.76
85.299,602.5
85.536,486.16
85.773,525.02
86.01,450.26
86.247,622.11
86.484,676.54
86.721,669.9
86.958,638.98
87.195,431.95
87.432,508.34
87.669,573.79
87.906,714.77
88.143,590.87
88.38,565.38
88.617,857.54
88.854,801.98
89.091,787.61
89.327,907.14
89.564,894.49
89.801,879.18
90.038,1112.5
90.275,982.11
90.512,993.16
90.749,1025.3
90.986,1401.3
91.223,1760
91.46,1649.5
91.697,1877
91.934,1824.8
92.171,1800.4
92.408,1870.6
